University,Group name,Status,Group type (search/filter by),Link,Link 2,Link 3
University of Massachusetts Lowell,SJP,Active,SJP,https://www.instagram.com/umlsjp/,,
University of Miami,Canes for Palestine,Active,SJP,https://www.instagram.com/canesforpalestine/,,
University of Michigan,SAFE,Active,SJP,https://www.instagram.com/safeumich/,https://www.facebook.com/SAFEUmich/,
University of Michigan,JVP,Inactive,JVP,https://www.facebook.com/JVPUM/,,
University of Michigan,TAHRIR coalition,Active,Other,https://www.instagram.com/tahrirumich/,,
University of Michigan,Alumni of UMich for Palestine,,Other,https://www.instagram.com/alumniofumich4palestine/,,
University of Michigan - Dearborn,SJP,Active,SJP,https://www.instagram.com/sjpumd/,https://www.facebook.com/sjpumd/,
University of Minnesota Twin Cities,SJP,Active,SJP,https://www.facebook.com/SJP.UMN,https://www.instagram.com/sjpumn/,
University of Minnesota Twin Cities,UMN Divest,Inactive,Divest,https://www.facebook.com/umndivest/,,
University of Minnesota Twin Cities,JVP Twin Cities,Active,JVP,https://www.facebook.com/jvptc/,https://www.instagram.com/jvp_twincities/,
"University of Nebraska, Omaha",SJP,Active,SJP,https://www.facebook.com/groups/SJP.UNOMAHA/,,
University of New Mexico,SJP,Inactive,SJP,https://www.facebook.com/unm.sjp/,,
University of New Mexico,UNM SJP Taglit Birthright Campaign,Inactive,SJP,https://www.facebook.com/sjpumnbirthright,,
University of New Orleans,SJP,Inactive,SJP,https://www.instagram.com/sjp_uno/,https://www.facebook.com/UNOSJP/,
University of North Carolina Chapel Hill,SJP,Active,SJP,https://www.facebook.com/UNCSJP/,https://www.instagram.com/uncsjp/,
University of North Carolina Charlotte,SJP,Inactive,SJP,https://www.facebook.com/UNCC-Students-for-Justice-in-Palestine-333307696847264/,,
University of North Carolina Greensboro,SJP,Inactive,SJP,https://www.instagram.com/uncgsjp/,,
University of North Florida,SJP,Inactive,SJP,https://www.facebook.com/sjpunf/,,
University of North Texas,SJP,Inactive,SJP,https://www.facebook.com/NorthTexasSJP/,,
University of North Texas,Students United For Palestine,Inactive,Other,https://www.instagram.com/unt.sup/,,
University of North Texas,Palestine Solidarity Committee UNT,Active,Other,https://www.instagram.com/psc.unt/,,
University of Notre Dame,Student Voices for Palestine,Active,SJP,https://www.instagram.com/svpnotredame/,,
University of Oklahoma,SJP,Inactive,SJP,https://www.facebook.com/Students-for-Justice-in-Palestine-OU-157899904523/,,
University of Oregon,Students United for Palestinian Equal Rights (SUPER – OU),Inactive,SJP,https://www.facebook.com/superatuo/,,
University of Oregon,SJP,Active,SJP,https://www.instagram.com/sjp.uo/,,
University of Pennsylvania,SJP,Inactive,SJP,https://www.facebook.com/pennstudentsforjusticeinpalestine,,
University of Pennsylvania,Penn Divest from Displacement,Inactive,Divest,https://www.facebook.com/penndivestfromdisplacement/,,
University of Pennsylvania,Penn Law SJP,Active,Other,https://www.facebook.com/PennLawSJP/,https://www.instagram.com/pennlawpalestine/,
University of Pennsylvania,Penn Students Against the Occupation of Palestine,Active,Other,https://www.instagram.com/penn.against.the.occupation/,,
University of Pennsylvania,Freedom School for Palestine,Active,Other,https://www.instagram.com/freedomschoolpalestine/,,
University of Pennsylvania,Penn Alumni for Palestine,Active,Other,https://www.instagram.com/pennalumniforpalestine/,,
University of Pennsylvania,Penn Alumni for Palestine,Active,Other,https://www.instagram.com/pennalumniforpalestine/,,
University of Pennsylvania,SP2 Students for Liberation,Active,SJP,https://www.instagram.com/sp2forliberation/,,
University of Pittsburgh,SJP,Inactive,SJP,https://www.instagram.com/sjp_pitt/,https://www.facebook.com/sjppitt/,
University of Richmond,SJP,Active,SJP,https://www.instagram.com/ur_sjp/,,
University of Rochester,Students for a Democratic Society,Active,Other,https://www.facebook.com/URSDS/,,
University of Rochester,Student Association for the Development of Arab Cultural Awareness (SADACA),Active,Other,https://www.instagram.com/ursadaca/,https://www.facebook.com/URSADACA/,
University of Rochester,JVP,Active,JVP,https://www.instagram.com/jvp.ur/,,
University of Rochester,SJP,Active,SJP,https://www.instagram.com/sjp.ur/,,
University of Rochester,Free the People Rochester,Active,Other,https://www.instagram.com/ftp_roc/,,
University of Rochester,University of Rochester Alumni for Palestine,Active,Other,https://www.instagram.com/uralumsforpalestine/,,
University of San Diego,SJP/Palestine Solidarity Committee,Active,SJP,https://www.instagram.com/pscusd/,https://www.facebook.com/groups/8214084690/about/,
University of San Francisco,YDSA,Active,Other,https://www.instagram.com/ydsa_usfca/,,
University of South Carolina,SJP,Active,SJP,https://www.instagram.com/uofsc_sjp/,https://www.facebook.com/UofSCSJP/,
University of South Florida,SJP,Active,SJP,https://www.instagram.com/sjp_usf/,https://www.facebook.com/sjpusf/,
University of South Florida,Students for Socialism USF,Active,Other,https://www.instagram.com/studentsforsocialismusf/,,
University of Southern California,SJP,Active,SJP,https://www.facebook.com/USCSJP/,https://twitter.com/usc_sjp,
University of Southern California,The Trojan Anti-Zionist Jewish Collective,Inactive,Other,https://www.facebook.com/trojanazjc,,
University of Southern California,Trojans for Palestine,Active,Other,https://www.instagram.com/trojansforpalestine/,,
"University of Tennessee, Knoxville",SJP,Inactive,SJP,https://www.facebook.com/sjputk/,,
University of Texas Arlington,SJP,Inactive,SJP,https://www.facebook.com/SJPATUTA/,,
University of Texas Arlington,Students for a Democratic Society,Inactive,Other,https://www.facebook.com/SDSatUTA/,,
University of Texas Arlington,SJP,Active,SJP,https://www.instagram.com/sjputa_/,,
University of Texas Austin,Palestine Solidarity Committee,Active,SJP,https://www.facebook.com/pscatx/,https://www.instagram.com/psc_atx/,
University of Texas Austin,If Not Now UT Austin,Inactive,Other,https://www.facebook.com/INNatUTAustin/,,
University of Texas Austin,Grits Conference,Inactive,Other,https://www.instagram.com/p/CZuzxATFto7/,,
University of Texas Dallas,SJP,Active,SJP,https://www.instagram.com/sjputd/,,
University of Texas Dallas,UT Divest,Active,Divest,https://www.instagram.com/utd_divest/,,
University of Texas San Antonio,SJP,Active,SJP,https://www.instagram.com/sjputsa/,,
University of Texas San Antonio,Palestine Solidarity Committee,Active,SJP,https://www.instagram.com/utsapsc,,
University of Toledo,SJP,Active,SJP,https://www.instagram.com/toledosjp/,,
University of Toledo,UT Divest,Inactive,Divest,https://www.facebook.com/UTDivest/,,
University of Utah,SJP,Inactive,SJP,https://www.facebook.com/SJPatUofU/,,
University of Vermont,UVM Socialists,Inactive,Other,https://www.facebook.com/UvmSocialists/,,
University of Vermont,SJP at UVM,Inactive,SJP,https://www.facebook.com/uvmsjp/,,
University of Vermont,Share Your Story UVM,Active,Other,https://www.instagram.com/shareyourstoryuvm/,https://www.instagram.com/stories/highlights/17881527287207535/,
University of Vermont,UVM Revolutionary Socialist Union (RSU) Book Club,Active,Other,https://www.instagram.com/uvm_rsu/,,
University of Vermont,Vermonters for Justice in Palestine (off-campus group),Active,Other,https://www.instagram.com/vtforpalestine/,,
University of Vermont,Students for Peace and Justice in Palestine,Active,SJP,https://www.instagram.com/spjp_vt/,,
University of Virginia,Students for Peace and Justice in Palestine ,Inactive,SJP,https://www.facebook.com/spjpatuva/,,
University of Virginia,SJP,Active,SJP,https://www.instagram.com/sjpuva/,,
University of Virginia,UVA Dissenters,Active,Other,https://www.instagram.com/uvadissenters/,,
University of Virginia,Decolonize UVA,Active,Other,https://www.instagram.com/decolonize_uva/,,
University of Virginia,National Lawyers Guild at UVA Law,Active,Other,https://www.instagram.com/nlgatuvalaw/,,
University of Washington,SUPER,Active,SJP,https://www.facebook.com/SuperUw/,https://www.instagram.com/super_uw/,
University of Washington,UW United Front for Palestinian Liberation,Active,SJP,https://www.instagram.com/unitedfront_uw/,,
"University of Wisconsin, Madison",SJP,Active,SJP,https://www.facebook.com/SJPatUW/,https://www.instagram.com/sjpuwmadison/,
"University of Wisconsin, Milwaukee",SJP,Active,SJP,https://www.instagram.com/sjpmilwaukee/,,
"University of Wisconsin, Milwaukee",Students for a Democratic Society,Active,Other,https://www.instagram.com/sds_uwm/,,
Vanderbilt University,Students in Solidarity with Palestine,Inactive,SJP,https://www.facebook.com/VanderbiltSJP/,,
Vanderbilt University,SJP (Formerly Dores in Solidarity with Palestine),Active,SJP,https://www.instagram.com/dspvanderbilt/,,
Vanderbilt University,Vanderbilt Alumni for Palestine,Active,Other,https://www.instagram.com/vandyalumniforpalestine/,,
Vassar College,SJP,Active,SJP,https://www.facebook.com/VassarSJP/,https://www.instagram.com/vassarsjp/,
Vassar College,BDS Coalition,Inactive,Divest,https://vsa.vassar.edu/orgs/vassarsjp/2016/02/01/vassar-boycott-divestment-sanctions-bds-resolution/,,
Vassar College,JVP,Inactive,JVP,https://www.facebook.com/jvpvassar,,
Vassar College,Vassar Alumni 4 Palestine,Active,Other,https://www.instagram.com/vassaralumni4palestine/,,
Vermont Law School,Law SJP,Inactive,SJP,none,,
Virginia Commonwealth University,SJP,Active,SJP,https://www.instagram.com/sjpvcu/,,
Virginia Polytechnic Institute,Students for Peace and Justice in Palestine,Active,SJP,https://www.instagram.com/spjp_vt/,https://www.facebook.com/VTSPJP,
Wake Forest University,Palestine Rights Solidarity Coalition,Inactive,Other,https://www.facebook.com/palestinerightssolidaritycoalition/,,
Washington University St. Louis,SJP,Inactive,SJP,https://www.facebook.com/washuforpalestine/,,
Washington University St. Louis,Students Against Israeli Apartheid,Inactive,SJP,https://www.facebook.com/wusaia/,,
Washington University St. Louis,Black and Palestinian Liberation,Inactive,Other,https://www.instagram.com/washubpl/,,
Washington University St. Louis,We Are Dissenters,Active,Other,https://www.instagram.com/wearedissenters/,,
Washington University St. Louis,Resist WashU,Active,Other,https://www.instagram.com/resist.washu/,,
Wayne State University,SJP,Active,SJP,https://www.facebook.com/sjpwsu/,https://www.instagram.com/sjpwsu/,
Wayne State University,MENASA Wayne State Senate - WSU Middle East/North African/South Asia Student Senate Initiative,Active,Other,https://www.instagram.com/menasa_wsusenate/,,
Wellesley College,SJP,Active,SJP,https://www.instagram.com/wellesley_sjp/,https://www.facebook.com/wellesleysjp/,https://www.instagram.com/wellesley.sjp/
Wellesley College,JVP,Inactive,JVP,https://www.facebook.com/wellesleyjewishvoiceforpeace/,,
Wesleyan University,SJP,Active,SJP,https://www.instagram.com/wesleyansjp/,https://www.facebook.com/wesleyansjp,
Wesleyan University,Wes Divest!,Inactive,Divest,https://www.facebook.com/WesDivest,,
Wesleyan University,Wesleyan JVP,Inactive,JVP,https://www.facebook.com/wesjvp/,,
Wesleyan University,Wesleyan JVP,Active,JVP,https://www.instagram.com/wesleyanjvp/,,
West Virginia University,SJP,Inactive,SJP,https://www.facebook.com/sjpwvu/,,
Western Michigan University,West Michigan Justice for Palestine,Inactive,SJP,https://webauth.wmich.edu/login?service=https%3A%2F%2Fidp.wmich.edu%2Fidp%2FAuthn%2FExtCas%3Fconversation%3De2s1%26entityId%3Dhttps%3A%2F%2Ffederation.campuslabs.com%2Fshibboleth,,
Western Washington University,SUPER,Active,Other,https://www.instagram.com/wwusuper/,https://www.facebook.com/wwusuper48/,
Western Washington University,Arab Student Association of Western Washington University,Active,Other,https://www.instagram.com/wwuasa/,,
Whitman College,SJP,Active,SJP,https://www.instagram.com/whitman_sjp/,,
Whitman College,Student Action Coalition,Active,Other,https://www.instagram.com/sac.whitman/,,
Whittier College,SJP,Inactive,SJP,https://www.facebook.com/sjp.whittier/,,
Willamette University,SJP,Inactive,SJP,https://www.facebook.com/WU.SJP/,,
William Paterson University,SJP,Active,SJP,https://www.instagram.com/wpunj_sjp/,,
Williams College,SJP,Active,SJP,https://www.instagram.com/williams_sjp/,,
Yale University,SJP,Inactive,SJP,https://www.facebook.com/YALESJP,,
Yale University,Black Student Alliance,Active,Other,https://www.instagram.com/bsayale/,https://www.facebook.com/blackstudentallianceatyale/,
Yale University,Yalies4Palestine,Active,SJP,https://www.instagram.com/yalies4palestine/,,
Yale University,Yale Jews for Ceasefire (Uses demonizing term Apartheid),Active,JVP,https://www.instagram.com/p/CzsNFN0sVUr/,,
Yale University,https://www.instagram.com/yalelsjp/,Active,SJP,https://www.instagram.com/yalelsjp/,,
Yale University,Yale Palestine Actions,Active,SJP,https://www.instagram.com/yalepalestineactions/,,
Youngstown State University,SJP,Active,SJP,https://www.instagram.com/sjpysu/,,
