University Name,University Address,University Address : Street 1,University Address : Street 2,University Address : City,University Address : State,University Address : Zip,University Address : Country,University Address : Latitude,University Address : Longitude,University Number,Geographical Region,State
St. Edward's University,"3001 S Congress Ave Austin, TX 78704",3001 S Congress Ave,,Austin,TX,78704,,30.23218,-97.75833,559,South,Texas
St. John's College,"60 College Ave Annapolis, MD 21401",60 College Ave,,Annapolis,MD,21401,,38.98252,-76.49263,658,South,Maryland
St. John's University,"8000 Utopia Pkwy Jamaica, NY 11439",8000 Utopia Pkwy,,Jamaica,NY,11439,,40.725504,-73.791797,520,Northeast,New York
St. Joseph's College,"278 Whites Bridge Road Standish, ME 04084",278 Whites Bridge Road,,Standish,ME,04084,,43.82661,-70.48039,200,West,California
St. Joseph's University,"5600 City Ave Philadelphia, PA 19131",5600 City Ave,,Philadelphia,PA,19131,,39.99375,-75.23947,522,Northeast,Pennsylvania
St. Lawrence University,"23 Romoda Dr Canton, NY 13617",23 Romoda Dr,,Canton,NY,13617,,44.59353,-75.16,456,Northeast,New York
St. Louis University,"One North Grand Blvd. St. Louis, MO 63103",One North Grand Blvd.,,St. Louis,MO,63103,,38.634945,-90.233458,457,Midwest,Missouri
St. Martin University,"5000 Abbey Way SE Lacey, WA 98503",5000 Abbey Way SE,,Lacey,WA,98503,,47.04075,-122.81544,458,West,Washington
"St. Mary, College of Maryland","47645 College Dr St Marys City, MD 20686",47645 College Dr,,St Marys City,MD,20686,,38.19059,-76.427656,459,South,Maryland
Stockton University,"101 Vera King Farris Dr Galloway, NJ 8205",101 Vera King Farris Dr,,Galloway,NJ,8205,,39.491,-74.52766,203,Northeast,New Jersey
St. Olaf College,"1520 St Olaf Ave Northfield, MN 55057",1520 St Olaf Ave,,Northfield,MN,55057,,44.46255,-93.18509,201,Midwest,Minnesota
Stonehill College,"320 Washington St North Easton, MA 02357",320 Washington St,,North Easton,MA,02357,,42.05999,-71.07949,752,Northeast,Massachusetts
St. Scholastica College,"1200 Kenwood Ave Duluth, MN 55811",1200 Kenwood Ave,,Duluth,MN,55811,,46.8185,-92.10021,493,Midwest,Minnesota
St. Xavier University,"3700 W 103rd St Chicago, IL 60655",3700 W 103rd St,,Chicago,IL,60655,,41.70794,-87.71546,186,Midwest,Illinois
Suffolk University,"8 Ashburton Pl Boston, MA 2108",8 Ashburton Pl,,Boston,MA,2108,,42.359,-71.06196,204,Northeast,Massachusetts
Sullivan University,"3101 Bardstown Rd Louisville, KY 40205",3101 Bardstown Rd,,Louisville,KY,40205,,38.21314,-85.67061,467,South,Kentucky
Sul Ross State University,"79830 US-90 Alpine, TX 79830",79830 US-90,,Alpine,TX,79830,,30.35784,-103.66158,466,South,Texas
SUNY Alfred State,"10 Upper College Dr Alfred, NY 14802",10 Upper College Dr,,Alfred,NY,14802,,42.254617,-77.794265,205,Northeast,New York
SUNY at Albany,"1400 Washington Avenue Albany, NY 12222",1400 Washington Avenue,,Albany,NY,12222,,42.65602,-73.76087,206,Northeast,New York
SUNY Binghamton,"4400 Vestal Pkwy E, Binghamton, NY 13902","4400 Vestal Pkwy E,",,Binghamton,NY,13902,,42.0913,-75.94668,383,Northeast,New York
SUNY Brockport,"350 New Campus Dr Brockport, NY 14420",350 New Campus Dr,,Brockport,NY,14420,,43.20929,-77.95071,463,Northeast,New York
SUNY Buffalo,"12 Capen Hall Buffalo, NY 14260",12 Capen Hall,,Buffalo,NY,14260,,43.000464,-78.789354,207,Northeast,New York
SUNY College of Environmental Science and Forestry,"1 Forestry Dr Syracuse, NY 13210",1 Forestry Dr,,Syracuse,NY,13210,,43.03515,-76.13691,762,Northeast,New York
SUNY Cortland,"38 Graham Avenue Cortland, NY 13045",38 Graham Avenue,,Cortland,NY,13045,,42.600524,-76.187552,208,Northeast,New York
SUNY Empire State College,"2 Union Ave Saratoga Springs, NY 12866",2 Union Ave,,Saratoga Springs,NY,12866,,43.07767,-73.78265,609,Northeast,New York
SUNY Fashion Institute of Technology,"227 W 27th St New York, NY 10001",227 W 27th St,,New York,NY,10001,,40.74721,-73.99487,670,Northeast,New York
SUNY Geneseo,"1 College Cir Geneseo, NY 14454",1 College Cir,,Geneseo,NY,14454,,42.795396,-77.819448,209,Northeast,New York
SUNY New Paltz,"1 Hawk Dr New Paltz, NY 12561",1 Hawk Dr,,New Paltz,NY,12561,,41.73835,-74.09078,384,Northeast,New York
SUNY Old Westbury,"223 Store Hill Road Campus Center H-310 Old Westbury, NY 11568",223 Store Hill Road Campus Center H-310,,Old Westbury,NY,11568,,40.78029,-73.57834,660,Northeast,New York
SUNY Oneonta,"108 Ravine Pkwy. Oneonta, NY 13820",108 Ravine Pkwy.,,Oneonta,NY,13820,,42.4677,-75.06416,569,Northeast,New York
SUNY Oswego,"7060 State Route 104 Oswego, NY 13126",7060 State Route 104,,Oswego,NY,13126,,43.44658,-76.5421,770,Northeast,New York
SUNY Plattsburgh,"101 Broad St. Plattsburgh, NY 12901",101 Broad St.,,Plattsburgh,NY,12901,,44.69521,-73.45829,210,Northeast,New York
SUNY Purchase,"735 Anderson Hill Rd Purchase, NY 10577",735 Anderson Hill Rd,,Purchase,NY,10577,,41.03893,-73.69585,211,Northeast,New York
SUNY Stony Brook,"100 Nicolls Rd Stony Brook, NY 11794",100 Nicolls Rd,,Stony Brook,NY,11794,,40.91435,-73.11632,212,Northeast,New York
SUNY Upstate Medical University,"750 E Adams St Syracuse, NY 13210",750 E Adams St,,Syracuse,NY,13210,,43.04216,-76.14025,779,Northeast,New York
Susquehanna University,"514 University Ave Selinsgrove, PA 17870",514 University Ave,,Selinsgrove,PA,17870,,40.79976,-76.87041,213,Northeast,Pennsylvania
Swarthmore College,"500 College Ave Swarthmore, PA 19081",500 College Ave,,Swarthmore,PA,19081,,39.90641,-75.35187,214,Northeast,Pennsylvania
Syracuse University,"716 East Washington Street Syracuse, NY 13210",716 East Washington Street,,Syracuse,NY,13210,,43.04931,-76.14122,215,Northeast,New York
Tacoma Community College,"6501 S 19th St Tacoma, WA 98466",,6501 S 19th St,Tacoma,WA,98466,,47.24649,-122.5213,771,West,Washington
Tarrant County Community College,"1500 Houston St Fort Worth, TX 76102",1500 Houston St,,Fort Worth,TX,76102,,32.74736,-97.32782,529,South,Texas
Temple University,"1801 N Broad St Philadelphia, PA 19122",1801 N Broad St,,Philadelphia,PA,19122,,39.98027,-75.15705,216,Northeast,Pennsylvania
Texas A & M University,"400 Bizzell St College Station, TX 77843",400 Bizzell St,,College Station,TX,77843,,30.61213,-96.3315,217,South,Texas
Texas Christian University,"2800 S University Dr Forth Worth, TX 76129",2800 S University Dr,,Forth Worth,TX,76129,,32.711522,-97.360565,218,South,Texas
Texas State University,"601 University Dr San Marcos, TX 78666",601 University Dr,,San Marcos,TX,78666,,29.88564,-97.94148,219,South,Texas
 Texas Tech University,"2500 Broadway Lubbock, TX 79409",2500 Broadway,,Lubbock,TX,79409,,33.584665,-101.87087,718,South,Texas
The Julliard School,"60 Lincoln Center Plaza New York, NY 10023",60 Lincoln Center Plaza,,New York,NY,10023,,40.77287,-73.98253,671,Northeast,New York
The New School,"72 Fifth Avenue New York, NY 10011",72 Fifth Avenue,,New York,NY,10011,,40.73673,-73.99284,220,Northeast,New York
Thomas Jefferson University,"4201 Henry Ave Philadelphia, PA 19144",4201 Henry Ave,,Philadelphia,PA,19144,,40.022286,-75.194371,518,Northeast,Pennsylvania
Tompkins Cortland Community College,"170 North St Dryden, NY 13053",170 North St,,Dryden,NY,13053,,42.5029,-76.29771,221,Northeast,New York
Touro University,"3 Times Sq. New York, NY 10036",3 Times Sq.,,New York,NY,10036,,40.75657,-73.98706,774,Northeast,New York
Towson University,"8000 York Rd Towson, MD 21252",8000 York Rd,,Towson,MD,21252,,39.396027,-76.603475,222,South,Maryland
Trinity College,"300 Summit Street Hartford, CT 6106",300 Summit Street,,Hartford,CT,6106,,41.750351,-72.692858,223,Northeast,Connecticut
Trinity University,"1 Trinity Pl San Antonio, TX 78212",1 Trinity Pl,,San Antonio,TX,78212,,29.46319,-98.481471,224,South,Texas
Truckee Meadows Community College,"7000 Dandini Blvd Reno, NV 89512",7000 Dandini Blvd,,Reno,NV,89512,,39.57386,-119.79899,538,West,Nevada
Tufts University,"419 Boston Ave. Medford, MA 2155",419 Boston Ave.,,Medford,MA,2155,,42.416332,-71.129303,225,Northeast,Massachusetts
Tulane University,"6823 St Charles Ave New Orleans, LA 70118",6823 St Charles Ave,,New Orleans,LA,70118,,29.93661,-90.12199,226,South,Louisiana
Union College,"807 Union St Schenectady, NY 12308",807 Union St,,Schenectady,NY,12308,,42.81758,-73.92852,468,Northeast,New York
University of Akron,"Simmons Hall 109 Akron, OH 44325",Simmons Hall 109,,Akron,OH,44325,,41.078602,-81.511632,469,Midwest,Ohio
University of Alabama,"801 Campus Drive Tuscaloosa, AL 35487",801 Campus Drive,,Tuscaloosa,AL,35487,,33.21454,-87.54683,470,South,Alabama
"University of Alabama, Birmingham","1720 2nd Ave South Birmingham, AL 35294",1720 2nd Ave,,South Birmingham,AL,35294,,33.49679,-86.83216,385,South,Alabama
"University of Alabama, Huntsville","301 Sparkman Drive Huntsville, AL 35899",301 Sparkman Drive,,Huntsville,AL,35899,,34.723368,-86.643931,227,South,Alabama
University of Arizona,"714 E Van Buren Street Phoenix, AZ 85006",714 E Van Buren Street,,Phoenix,AZ,85006,,33.45166,-112.06401,228,West,Arizona
University of Arkansas,"Administration Bldg 422 Fayetteville, AR 72701",Administration Bldg 422,,Fayetteville,AR,72701,,36.06325,-94.16437,471,South,Arkansas
University of California Berkeley,"110 Sproul Hall Berkeley, CA 94720",110 Sproul Hall,,Berkeley,CA,94720,,37.86933,-122.259105,229,West,California
University of California Davis,"1 Shields Ave Davis, CA 95616",1 Shields Ave,,Davis,CA,95616,,38.540861,-121.74742,230,West,California
University of California Hastings,"200 McAllister St San Francisco, CA 94102",200 McAllister St,,San Francisco,CA,94102,,37.78082,-122.41556,231,West,California
University of California Irvine,"260 Aldrich Hall Irvine, CA 92697",260 Aldrich Hall,,Irvine,CA,92697,,33.64764,-117.84081,232,West,California
University of California Los Angeles,"1147 Murphy Hall Los Angeles, CA 90095",1147 Murphy Hall,,Los Angeles,CA,90095,,34.071609,-118.438708,233,West,California
University of California Merced,"5200 Lake Rd Merced, CA 95340",5200 Lake Rd,,Merced,CA,95340,,37.36329,-120.43222,234,West,California
University of California Riverside,"900 University Ave Riverside, CA 92521",900 University Ave,,Riverside,CA,92521,,33.975525,-117.331157,235,West,California
University of California San Diego,"9500 Gilman Dr La Jolla, CA 92093",9500 Gilman Dr,,La Jolla,CA,92093,,32.87693,-117.23654,236,West,California
University of California San Francisco,"2130 Fulton St. San Francisco, CA 94117",2130 Fulton St.,,San Francisco,CA,94117,,37.77644,-122.45013,387,West,California
University of California Santa Barbara,"1210 Cheadle Hall Santa Barbara, CA 93106",1210 Cheadle Hall,,Santa Barbara,CA,93106,,34.415825,-119.846157,237,West,California
University of California Santa Cruz,"1156 High St Santa Cruz, CA 95064",1156 High St,,Santa Cruz,CA,95064,,36.97746,-122.05226,238,West,California
University of California System,"1111 Franklin St Oakland, CA 94607",1111 Franklin St,,Oakland,CA,94607,,37.80229,-122.27146,239,West,California
University of Central Florida,"4000 Central Florida Blvd Orlando, FL 32816",4000 Central Florida Blvd,,Orlando,FL,32816,,28.59677,-81.20343,240,South,Florida
University of Chicago,"5801 South Ellis Avenue Chicago, IL 60637",5801 South Ellis Avenue,,Chicago,IL,60637,,41.79005,-87.59981,241,Midwest,Illinois
University of Cincinnati,"2600 Clifton Ave. Cincinnati, OH 45221",2600 Clifton Ave.,,Cincinnati,OH,45221,,39.130014,-84.520467,388,Midwest,Ohio
University of Colorado Boulder,"3100 Marine Street Boulder, CO 80303",3100 Marine Street,,Boulder,CO,80303,,40.013484,-105.252629,242,West,Colorado
University of Colorado Colorado Springs,"1420 Austin Bluffs Pkwy Colorado Springs, CO 80918",1420 Austin Bluffs Pkwy,,Colorado Springs,CO,80918,,38.89133,-104.80004,573,West,Colorado
"University of Colorado, Denver","1201 Larimer St Denver, CO 80204",1201 Larimer St,,Denver,CO,80204,,39.74644,-105.00232,243,West,Colorado
University of Colorado System,"1800 Grant St., Suite 800 Denver, CO 80203","1800 Grant St., Suite 800",,Denver,CO,80203,,39.90921,-104.98129,472,West,Colorado
University of Connecticut,"2131 Hillside Road Storrs, CT 6269",2131 Hillside Road,,Storrs,CT,6269,,41.80588,-72.254345,244,Northeast,Connecticut
University of Dayton,"300 College Park Dayton, OH 45469",300 College Park,,Dayton,OH,45469,,39.74078,-84.17993,245,Midwest,Ohio
University of Delaware,"210 South College Ave. Newark, DE 19716",210 South College Ave.,,Newark,DE,19716,,39.682348,-75.753485,246,South,Delaware
University of Denver,"2150 E. Evans Avenue Denver, CO 80208",2150 E. Evans Avenue,,Denver,CO,80208,,39.67788,-104.96177,247,West,Colorado
University of Detroit Mercy,"4001 W McNichols Rd Detroit, MI 48221",4001 W McNichols Rd,,Detroit,MI,48221,,42.41485,-83.13789,389,Midwest,Michigan
"University of Florida, Gainesville","201 Criser Hall Gainsville, FL 32611",201 Criser Hall,,Gainsville,FL,32611,,29.64427,-82.3468,248,South,Florida
University of Georgia,"210 South Jackson Street Athens, GA 30602",210 South Jackson Street,,Athens,GA,30602,,33.957175,-83.374196,249,South,Georgia
University of Hartford,"200 Bloomfield Ave West Hartfort, CT 6117",200 Bloomfield Ave,,West Hartfort,CT,6117,,41.7954,-72.71331,473,Northeast,Connecticut
University of Hawaii Manoa,"2500 Campus Rd Honolulu, HI 96822",2500 Campus Rd,,Honolulu,HI,96822,,21.2995,-157.82016,474,West,Hawaii
University of Hawaii West O'Ahu,"91-1001 Farrington Hwy Kapolei, HI 96707",91-1001 Farrington Hwy,,Kapolei,HI,96707,,34.25393,-79.77883,475,West,Hawaii
University of Houston,"4434 University Drive Houston, TX 77204",4434 University Drive,,Houston,TX,77204,,29.72001,-95.34279,250,South,Texas
"University of Houston, Clear Lake","2700 Bay Area Blvd Houston, TX 77058",2700 Bay Area Blvd,,Houston,TX,77058,,29.57832,-95.10596,564,South,Texas
University of Illinois at Chicago,"1200 W Harrison St Chicago, IL 60607",1200 W Harrison St,,Chicago,IL,60607,,41.874454,-87.657046,251,Midwest,Illinois
University of Illinois at Springfield,"One William Maxwell Ln Springfield, IL 62703",One William Maxwell Ln,,Springfield,IL,62703,,39.72773,-89.61444,476,Midwest,Illinois
University of Illinois System,"1737 W. Polk St. Chicago, IL 60612",1737 W. Polk St.,,Chicago,IL,60612,,41.871415,-87.670584,477,Midwest,Illinois
University of Illinois Urbana Champaign,"901 West Illinois Street Urbana, IL 61801",901 West Illinois Street,,Urbana,IL,61801,,40.108945,-88.219489,252,Midwest,Illinois
University of Indianapolis,"1400 E Hanna Ave Indianapolis, IN 46227",1400 E Hanna Ave,,Indianapolis,IN,46227,,39.71017,-86.13304,253,Midwest,Indiana
University of Iowa,"107 Calvin Hall Iowa City, IA 52242",107 Calvin Hall,,Iowa City,IA,52242,,41.662635,-91.536432,254,Midwest,Iowa
University of Kansas,"1450 Jayhawk Blvd Lawrence, KS 66045",1450 Jayhawk Blvd,,Lawrence,KS,66045,,38.95857,-95.24767,255,Midwest,Kansas
University of Kentucky,"100 Funkhouser Building Lexington, KY 40506",100 Funkhouser Building,,Lexington,KY,40506,,38.03934,-84.50647,256,South,Kentucky
University of La Verne,"1950 3rd St La Verne, CA 91750",1950 3rd St,,La Verne,CA,91750,,34.09972,-117.77291,478,West,California
University of Louisville,"2301 S 3rd St Louisville, KY 40292",2301 S 3rd St,,Louisville,KY,40292,,38.256226,-85.754729,257,South,Kentucky
University of Maine,"5713 Chadbourne Hall Orono, ME 4469",5713 Chadbourne Hall,,Orono,ME,4469,,44.90073,-68.66171,258,Northeast,Maine
"University of Maine, Farmington","224 Main St Farmington, ME 04938",224 Main St,,Farmington,ME,04938,,44.66889,-70.14971,661,Northeast,Maine
University of Maryland,"1113 Mitchell Building College Park, MD 20742",1113 Mitchell Building,,College Park,MD,20742,,38.987713,-76.938793,260,South,Maryland
University of Maryland Baltimore County,"1000 Hilltop Cir Baltimore, MD 21250",1000 Hilltop Cir,,Baltimore,MD,21250,,39.251637,-76.71104,261,South,Maryland
University of Maryland Francis King Carey School of Law,"500 W. Baltimore Street Baltimore, MD 21201-1786",500 W. Baltimore Street,,Baltimore,MD,21201-1786,,39.28971,-76.6229,753,Northeast,Maryland
University of Mary Washington,"1301 College Ave Fredericksburg, VA 22401",1301 College Ave,,Fredericksburg,VA,22401,,38.30078,-77.47405,259,South,Virginia
University of Massachusetts Amherst,"37 Mather Drive Amherst, MA 1003",37 Mather Drive,,Amherst,MA,1003,,42.39499,-72.511242,262,Northeast,Massachusetts
University of Massachusetts Boston,"100 William T Morrissey Blvd Boston, MA 2125",100 William T Morrissey Blvd,,Boston,MA,2125,,42.31655,-71.04807,263,Northeast,Massachusetts
University of Massachusetts Chan Medical School,"55 N Lake Ave Worcester, MA 01655",55 N Lake Ave,,Worcester,MA,01655,,42.27869,-71.75915,684,Northeast,Massachusetts
University of Massachusetts Dartmouth,"285 Old Westport Rd North Dartmouth, MA 2747",285 Old Westport Rd,,North Dartmouth,MA,2747,,41.6336,-71.0081,344,Northeast,Massachusetts
University of Massachusetts Lowell,"220 Pawtucket St Lowell, MA 01854",220 Pawtucket St,,Lowell,MA,01854,,42.64993,-71.32342,662,Northeast,Massachusetts
University of Memphis,"3720 Alumni Ave Memphis, TN 38152",3720 Alumni Ave,,Memphis,TN,38152,,35.118579,-89.939568,345,South,Tennessee
University of Miami,"1320 S Dixie Hwy Coral Gables, FL 33146",1320 S Dixie Hwy,,Coral Gables,FL,33146,,25.71338,-80.27729,264,South,Florida
University of Michigan,"515 East Jefferson Street Ann Arbor, MI 48109",515 East Jefferson Street,,Ann Arbor,MI,48109,,42.27674,-83.74267,265,Midwest,Michigan
University of Michigan - Dearborn,"4901 Evergreen Rd Dearborn, MI 48128",4901 Evergreen Rd,,Dearborn,MI,48128,,42.31728,-83.23359,266,Midwest,Michigan
University of Michigan - Flint,"303 E Kearsley St Flint, MI 48502",303 E Kearsley St,,Flint,MI,48502,,43.01955,-83.68732,267,Midwest,Michigan
University of Minnesota Twin Cities,"231 Pillsbury Dr. S.E. Minneapolis, MN 55455",231 Pillsbury Dr. S.E.,,Minneapolis,MN,55455,,44.97795,-93.23551,268,Midwest,Minnesota
University of Mississippi,"145 Martindale University, MS 38677",145 Martindale,,University,MS,38677,,34.36667,-89.53387,269,South,Mississippi
University of Missouri,"1 University Blvd. St. Louis, MO 63121",1 University Blvd.,,St. Louis,MO,63121,,38.708478,-90.31127,270,Midwest,Missouri
University of Missouri Columbia,"205 Jesse Hall Columbia, MO 65211",205 Jesse Hall,,Columbia,MO,65211,,38.944539,-92.329406,271,Midwest,Missouri
University of Missouri-Kansas City,"5000 Holmes St. Kansas City, MO 64110",5000 Holmes St.,,Kansas City,MO,64110,,39.03532,-94.57809,756,Midwest,Missouri
University of Missouri System- St. Louis,"1 University Blvd. St. Louis, MO 63121",1 University Blvd.,,St. Louis,MO,63121,,38.708478,-90.31127,346,Midwest,Missouri
University of Montana,"101 Lommasson Center Missoula, MT 59812",101 Lommasson Center,,Missoula,MT,59812,,46.86135,-113.98128,341,West,Montana
"University of Nebraska, Lincoln","1400 R St Lincoln, NE 68588",1400 R St,,Lincoln,NE,68588,,40.81763,-96.7001,342,Midwest,Nebraska
"University of Nebraska, Omaha","6001 Dodge St Omaha, NE 68182",6001 Dodge St,,Omaha,NE,68182,,41.2578,-96.01035,272,Midwest,Nebraska
University of Nevada Las Vegas,"4505 S. Maryland Pkwy. Las Vegas, NV 89154",4505 S. Maryland Pkwy.,,Las Vegas,NV,89154,,36.10951,-115.14194,273,West,Nevada
"University of Nevada, Reno","1664 N Virginia St Reno, NV 89557",1664 N Virginia St,,Reno,NV,89557,,39.547643,-119.820868,274,West,Nevada
University of New Hampshire,"105 Main St Durham, NH 3824",105 Main St,,Durham,NH,3824,,43.13716,-70.93294,275,Northeast,New Hampshire
University of New Mexico,"1155 University Blvd. SE Albuquerque, NM 87106",1155 University Blvd. SE,,Albuquerque,NM,87106,,35.06966,-106.63186,276,West,New Mexico
University of New Orleans,"2000 Lakeshore Dr New Orleans, LA 70148",2000 Lakeshore Dr,,New Orleans,LA,70148,,30.0285,-90.06774,277,South,Louisiana
University of North Alabama,"1 Harrison Plaza Florence, AL 35632",1 Harrison Plaza,,Florence,AL,35632,,34.808531,-87.679055,581,South,Alabama
University of North Carolina Asheville,"1 University Heights Asheville, NC 28804",1 University Heights,,Asheville,NC,28804,,35.61449,-82.56199,279,South,North Carolina
University of North Carolina Chapel Hill,"153A Country Club Road Chapel Hill, NC 27514",153A Country Club Road,,Chapel Hill,NC,27514,,35.91145,-79.0421,280,South,North Carolina
University of North Carolina Charlotte,"9201 University City Blvd Charlotte, NC 28223",9201 University City Blvd,,Charlotte,NC,28223,,35.302708,-80.72919,281,South,North Carolina
University of North Carolina Greensboro,"1400 Spring Garden St Greensboro, NC 27412",1400 Spring Garden St,,Greensboro,NC,27412,,36.06559,-79.81305,282,South,North Carolina
"University of North Carolina, Wilmington","601 S. College Rd Wilmington, NC 28403",601 S. College Rd,,Wilmington,NC,28403,,34.226901,-77.879249,509,South,North Carolina
University of Northern Colorado,"501 20th St Greeley, CO 80639",501 20th St,,Greeley,CO,80639,,40.40624,-104.68577,557,West,Colorado
University of North Florida,"1 UNF Drive Jacksonville, FL 32224",1 UNF Drive,,Jacksonville,FL,32224,,30.27067,-81.51043,283,South,Florida
University of North Texas,"1155 Union Cir Denton, TX 76203",1155 Union Cir,,Denton,TX,76203,,33.210839,-97.146375,348,South,Texas
University of Notre Dame,"220 Main Building Notre Dame, IN 46556",220 Main Building,,Notre Dame,IN,46556,,41.703175,-86.238782,284,Midwest,Indiana
University of Oklahoma,"660 Parrington Oval Norman, OK 73019",660 Parrington Oval,,Norman,OK,73019,,35.210337,-97.446095,349,South,Oklahoma
University of Oregon,"1585 E 13th Ave Eugene, OR 97403",1585 E 13th Ave,,Eugene,OR,97403,,44.045645,-123.070044,285,West,Oregon
University of Pennsylvania,"3451 Walnut Street Philadelphia, PA 19104",3451 Walnut Street,,Philadelphia,PA,19104,,39.953145,-75.193907,286,Northeast,Pennsylvania
University of Pittsburgh,"4200 Fifth Ave. Pittsburgh, PA 15260",4200 Fifth Ave.,,Pittsburgh,PA,15260,,40.44461,-79.95259,287,Northeast,Pennsylvania
University of Portland,"5000 N Willamette Blvd Portland, OR 97203",5000 N Willamette Blvd,,Portland,OR,97203,,45.57448,-122.72499,553,West,Oregon
University of Puget Sound,"1500 N Warner St Tacoma, WA 98416",1500 N Warner St,,Tacoma,WA,98416,,47.26419,-122.48124,288,West,Washington
University of Redlands,"1200 E Colton Ave Redlands, CA 92373",1200 E Colton Ave,,Redlands,CA,92373,,34.06266,-117.1639,575,West,California
University of Rhode Island,"95 Upper College Road Kingston, RI 2881",95 Upper College Road,,Kingston,RI,2881,,41.48277,-71.52543,289,Northeast,Rhode Island
University of Richmond,"28 Westhampton Way Richmond, VA 23173",28 Westhampton Way,,Richmond,VA,23173,,37.574686,-77.541593,350,South,Virginia
University of Rochester,"500 Joseph C. Wilson Blvd. Rochester, NY 14627",500 Joseph C. Wilson Blvd.,,Rochester,NY,14627,,43.133353,-77.619348,290,Northeast,New York
University of San Diego,"5998 Alcala Park San Diego, CA 92110",5998 Alcala Park,,San Diego,CA,92110,,32.772026,-117.186161,291,West,California
University of San Francisco,"2130 Fulton St San Francisco, CA 94117",2130 Fulton St,,San Francisco,CA,94117,,37.77644,-122.45013,546,West,California
University of South Alabama,"307 North University Boulevard Mobile, AL 36608",307 North University Boulevard,,Mobile,AL,36608,,30.69488,-88.17409,483,South,Alabama
University of South Carolina,"902 Sumter Street Columbia, SC 29208",902 Sumter Street,,Columbia,SC,29208,,33.986892,-81.025511,292,South,South Carolina
University of South Dakota,"414 E Clark St Vermillion, SD 57069",414 E Clark St,,Vermillion,SD,57069,,42.782626,-96.925676,293,Midwest,South Dakota
University of Southern California,"3607 Trousdale Pkwy Los Angeles, CA 90089",3607 Trousdale Pkwy,,Los Angeles,CA,90089,,34.019739,-118.285748,295,West,California
University of Southern Indiana,"8600 University Blvd Evansville, IN 47712",8600 University Blvd,,Evansville,IN,47712,,37.96204,-87.67774,296,Midwest,Indiana
University of Southern Maine,"96 Falmouth St Portland, ME 04103",96 Falmouth St,,Portland,ME,04103,,43.66218,-70.27767,582,Northeast,Maine
University of Southern Mississippi,"118 College Dr. Hattiesburg, MS 39406",118 College Dr.,,Hattiesburg,MS,39406,,31.327925,-89.332076,351,South,Mississippi
University of South Florida,"4202 E Fowler Ave Tampa, FL 33620",4202 E Fowler Ave,,Tampa,FL,33620,,28.05471,-82.413,294,South,Florida
University of St. Thomas,"2115 Summit Ave St Paul, MN 55105",2115 Summit Ave,,St Paul,MN,55105,,44.94391,-93.19001,498,Midwest,Minnesota
University of Tampa,"401 W Kennedy Blvd Tampa, FL 33606",401 W Kennedy Blvd,,Tampa,FL,33606,,27.9467,-82.46002,352,South,Florida
University of Tennessee at Chattanooga,"615 McCallie Ave Chattanooga, TN 37403",615 McCallie Ave,,Chattanooga,TN,37403,,35.045714,-85.30066,297,South,Tennessee
"University of Tennessee, Knoxville","Circle Park Dr. Knoxville, TN 37996",Circle Park Dr.,,Knoxville,TN,37996,,35.392452,-93.373788,298,South,Tennessee
University of Texas Arlington,"701 W Nedderman Dr Arlington, TX 76019",701 W Nedderman Dr,,Arlington,TX,76019,,32.730489,-97.116265,299,South,Texas
University of Texas Austin,"110 Inner Campus Drive Austin, TX 78705",110 Inner Campus Drive,,Austin,TX,78705,,30.28651,-97.739513,300,South,Texas
University of Texas Dallas,"800 W Campbell Rd Richardson, TX 75080",800 W Campbell Rd,,Richardson,TX,75080,,32.97979,-96.75187,393,South,Texas
University of Texas El Paso,"500 W University Ave El Paso, TX 79968",500 W University Ave,,El Paso,TX,79968,,31.77121,-106.50299,583,South,Texas
University of Texas Rio Grande Valley,"1201 W University Dr Edinburg, TX 78539",1201 W University Dr,,Edinburg,TX,78539,,26.3052,-98.17597,584,South,Texas
University of Texas San Antonio,"1 UTSA Circle San Antonio, TX 78712",1 UTSA Circle,,San Antonio,TX,78712,,29.5844,-98.61761,301,South,Texas
University of the District of Columbia ,"4200 Connecticut Ave NW Washington, DC 20008",4200 Connecticut Ave NW,,Washington,DC,20008,,38.944024,-77.06361,682,Northeast,"Washington, D.C."
University of the Pacific,"3601 Pacific Ave Stockton, CA 95211",3601 Pacific Ave,,Stockton,CA,95211,,37.98005,-121.31241,353,West,California
University of the South,"735 University Ave Sewanee, TN 37383",735 University Ave,,Sewanee,TN,37383,,35.20473,-85.92161,354,South,Tennessee
University of the West,"1409 Walnut Grove Ave Rosemead, CA 91770",1409 Walnut Grove Ave,,Rosemead,CA,91770,,34.04528,-118.08287,356,West,California
University of Toledo,"2801 W. Bancroft Toledo, OH 43606",2801 W. Bancroft,,Toledo,OH,43606,,41.66299,-83.61048,302,Midwest,Ohio
University of Utah,"201 Presidents Cir Salt Lake City, UT 84112",201 Presidents Cir,,Salt Lake City,UT,84112,,40.76537,-111.849399,303,West,Utah
University of Vermont,"85 South Prospect Street Burlington, VT 5405",85 South Prospect Street,,Burlington,VT,5405,,44.47828,-73.20107,304,Northeast,Vermont
University of Virginia,"190 McCormick Road Charlottesville, VA 22903",190 McCormick Road,,Charlottesville,VA,22903,,38.035969,-78.505082,305,South,Virginia
University of Washington,"1410 NE Campus Parkway Seattle, WA 98195",1410 NE Campus Parkway,,Seattle,WA,98195,,47.65653,-122.31274,306,West,Washington
